cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes,cvss_score
CVE-2024-9465,Palo Alto Networks,Expedition,Palo Alto Networks Expedition SQL Injection Vulnerability,2024-11-14,"Palo Alto Networks Expedition contains a SQL injection vulnerability that allows an unauthenticated attacker to reveal Expedition database contents, such as password hashes, usernames, device configurations, and device API keys. With this, attackers can also create and read arbitrary files on the Expedition system.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-12-05,Unknown,https://security.paloaltonetworks.com/PAN-SA-2024-0010 ; https://nvd.nist.gov/vuln/detail/CVE-2024-9465,CWE-89,8.7
CVE-2024-26169,Microsoft,Windows,Microsoft Windows Error Reporting Service Improper Privilege Management Vulnerability,2024-06-13,Microsoft Windows Error Reporting Service contains an improper privilege management vulnerability that allows a local attacker with user permissions to gain SYSTEM privileges.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2024-07-04,Known,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26169; https://nvd.nist.gov/vuln/detail/CVE-2024-26169,CWE-269,8.7
CVE-2020-3259,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Information Disclosure Vulnerability,2024-02-15,"Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain an information disclosure vulnerability. An attacker could retrieve memory contents on an affected device, which could lead to the disclosure of confidential information due to a buffer tracking issue when the software parses invalid URLs that are requested from the web services interface. This vulnerability affects only specific AnyConnect and WebVPN configurations.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-03-07,Known,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-info-disclose-9eJtycMB; https://nvd.nist.gov/vuln/detail/CVE-2020-3259,CWE-200,8.7
CVE-2023-38035,Ivanti,Sentry,Ivanti Sentry Authentication Bypass Vulnerability,2023-08-22,"Ivanti Sentry, formerly known as MobileIron Sentry, contains an authentication bypass vulnerability that may allow an attacker to bypass authentication controls on the administrative interface due to an insufficiently restrictive Apache HTTPD configuration.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-09-12,Known,https://forums.ivanti.com/s/article/CVE-2023-38035-API-Authentication-Bypass-on-Sentry-Administrator-Interface?language=en_US ;  https://nvd.nist.gov/vuln/detail/CVE-2023-38035,CWE-863,8.7
CVE-2023-2868,Barracuda Networks,Email Security Gateway (ESG) Appliance,Barracuda Networks ESG Appliance Improper Input Validation Vulnerability,2023-05-26,"Barracuda Email Security Gateway (ESG) appliance contains an improper input validation vulnerability of a user-supplied .tar file, leading to remote command injection.",Apply updates per vendor instructions.,2023-06-16,Unknown,https://status.barracuda.com/incidents/34kx82j5n4q9;  https://nvd.nist.gov/vuln/detail/CVE-2023-2868,CWE-20,8.7
CVE-2023-21715,Microsoft,Office,Microsoft Office Publisher Security Feature Bypass Vulnerability,2023-02-14,"Microsoft Office Publisher contains a security feature bypass vulnerability that allows for a local, authenticated attack on a targeted system.",Apply updates per vendor instructions.,2023-03-07,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-21715;  https://nvd.nist.gov/vuln/detail/CVE-2023-21715,CWE-863,8.7
CVE-2018-2628,Oracle,WebLogic Server,Oracle WebLogic Server Unspecified Vulnerability,2022-09-08,Oracle WebLogic Server contains an unspecified vulnerability which can allow an unauthenticated attacker with T3 network access to compromise the server.,Apply updates per vendor instructions.,2022-09-29,Unknown,https://www.oracle.com/security-alerts/cpuapr2018.html; https://nvd.nist.gov/vuln/detail/CVE-2018-2628,CWE-502,8.7
CVE-2022-21971,Microsoft,Windows,Microsoft Windows Runtime Remote Code Execution Vulnerability,2022-08-18,Microsoft Windows Runtime contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-09-08,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21971;  https://nvd.nist.gov/vuln/detail/CVE-2022-21971,CWE-824,8.7
CVE-2016-2388,SAP,NetWeaver,SAP NetWeaver Information Disclosure Vulnerability,2022-06-09,The Universal Worklist Configuration in SAP NetWeaver AS JAVA 7.4 allows remote attackers to obtain sensitive user information via a crafted HTTP request.,Apply updates per vendor instructions.,2022-06-30,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2016-2388,CWE-200,8.7
CVE-2021-38646,Microsoft,Office,Microsoft Office Access Connectivity Engine Remote Code Execution Vulnerability,2022-03-28,Microsoft Office Access Connectivity Engine contains an unspecified vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,2022-04-18,Known,https://nvd.nist.gov/vuln/detail/CVE-2021-38646,,8.7
CVE-2015-2424,Microsoft,PowerPoint,Microsoft PowerPoint Memory Corruption Vulnerability,2022-03-03,Microsoft PowerPoint allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document.,Apply updates per vendor instructions.,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-2424,CWE-119,8.7
CVE-2021-27562,Arm,Trusted Firmware,Arm Trusted Firmware Out-of-Bounds Write Vulnerability,2021-11-03,"Arm Trusted Firmware contains an out-of-bounds write vulnerability allowing the non-secure (NS) world to trigger a system halt, overwrite secure data, or print out secure data when calling secure functions under the non-secure processing environment (NSPE) handler mode. This vulnerability affects Yealink Device Management servers.",Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-27562,CWE-787,8.7
CVE-2021-1497,Cisco,HyperFlex HX,Cisco HyperFlex HX Installer Virtual Machine Command Injection Vulnerability,2021-11-03,Cisco HyperFlex HX Installer Virtual Machine contains an insufficient input validation vulnerability which could allow an attacker to execute commands on an affected device as the root user.,Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1497,CWE-78,8.7
CVE-2021-30633,Google,Chromium Indexed DB API,Google Chromium Indexed DB API Use-After-Free Vulnerability,2021-11-03,"Google Chromium Indexed DB API contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30633,CWE-416,8.7
CVE-2021-21206,Google,Chromium Blink,Google Chromium Blink Use-After-Free Vulnerability,2021-11-03,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-21206,CWE-416,8.7
CVE-2013-0648,Adobe,Flash Player,Adobe Flash Player Code Execution Vulnerability,2024-09-17,Adobe Flash Player contains an unspecified vulnerability in the ExternalInterface ActionScript functionality that allows a remote attacker to execute arbitrary code via crafted SWF content.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-10-08,Unknown,https://www.adobe.com/products/flashplayer/end-of-life-alternative.html#eol-alternative-faq ; https://nvd.nist.gov/vuln/detail/CVE-2013-0648,,8.6
CVE-2021-40655,D-Link,DIR-605 Router,D-Link DIR-605 Router Information Disclosure Vulnerability,2024-05-16,D-Link DIR-605 routers contain an information disclosure vulnerability that allows attackers to obtain a username and password by forging a post request to the /getcfg.php page. ,This vulnerability affects legacy D-Link products. All associated hardware revisions have reached their end-of-life (EOL) or end-of-service (EOS) life cycle and should be retired and replaced per vendor instructions.,2024-06-06,Unknown,https://legacy.us.dlink.com/pages/product.aspx?id=2b09e95d90ff4cb38830ecc04c89cee5; https://nvd.nist.gov/vuln/detail/CVE-2021-40655,CWE-863,8.6
CVE-2023-29300,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,2024-01-08,Adobe ColdFusion contains a deserialization of untrusted data vulnerability that allows for code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-01-29,Known,https://helpx.adobe.com/security/products/coldfusion/apsb23-40.html; https://nvd.nist.gov/vuln/detail/CVE-2023-29300,CWE-502,8.6
CVE-2018-14667,Red Hat,JBoss RichFaces Framework,Red Hat JBoss RichFaces Framework Expression Language Injection Vulnerability,2023-09-28,"Red Hat JBoss RichFaces Framework contains an expression language injection vulnerability via the UserResource resource. A remote, unauthenticated attacker could exploit this vulnerability to execute malicious code using a chain of Java serialized objects via org.ajax4jsf.resource.UserResource$UriData.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-19,Unknown,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-14667; https://nvd.nist.gov/vuln/detail/CVE-2018-14667,CWE-94,8.6
CVE-2019-17621,D-Link,DIR-859 Router,D-Link DIR-859 Router Command Execution Vulnerability,2023-06-29,"D-Link DIR-859 router contains a command execution vulnerability in the UPnP endpoint URL, /gena.cgi. Exploitation allows an unauthenticated remote attacker to execute system commands as root by sending a specially crafted HTTP SUBSCRIBE request to the UPnP service when connecting to the local network.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2023-07-20,Unknown,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10147; https://nvd.nist.gov/vuln/detail/CVE-2019-17621,CWE-78,8.6
CVE-2022-24990,TerraMaster,TerraMaster OS,TerraMaster OS Remote Command Execution Vulnerability,2023-02-10,TerraMaster OS contains a remote command execution vulnerability that allows an unauthenticated user to execute commands on the target endpoint.,Apply updates per vendor instructions.,2023-03-03,Known,https://forum.terra-master.com/en/viewtopic.php?t=3030;  https://nvd.nist.gov/vuln/detail/CVE-2022-24990,CWE-306,8.6
CVE-2022-47966,Zoho,ManageEngine,Zoho ManageEngine Multiple Products Remote Code Execution Vulnerability,2023-01-23,"Multiple Zoho ManageEngine products contain an unauthenticated remote code execution vulnerability due to the usage of an outdated third-party dependency, Apache Santuario.",Apply updates per vendor instructions.,2023-02-13,Known,https://www.manageengine.com/security/advisory/CVE/cve-2022-47966.html;  https://nvd.nist.gov/vuln/detail/CVE-2022-47966,,8.6
CVE-2021-25337,Samsung,Mobile Devices,Samsung Mobile Devices Improper Access Control Vulnerability,2022-11-08,Samsung mobile devices contain an improper access control vulnerability in clipboard service which allows untrusted applications to read or write arbitrary files. This vulnerability was chained with CVE-2021-25369 and CVE-2021-25370.,Apply updates per vendor instructions.,2022-11-29,Unknown,https://security.samsungmobile.com/securityUpdate.smsb; https://nvd.nist.gov/vuln/detail/CVE-2021-25337,CWE-269,8.6
CVE-2021-38406,Delta Electronics,DOPSoft 2,Delta Electronics DOPSoft 2 Improper Input Validation Vulnerability,2022-08-25,Delta Electronics DOPSoft 2 lacks proper validation of user-supplied data when parsing specific project files (improper input validation) resulting in an out-of-bounds write that allows for code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-09-15,Unknown,https://www.cisa.gov/uscert/ics/advisories/icsa-21-252-02; https://nvd.nist.gov/vuln/detail/CVE-2021-38406,CWE-787,8.6
CVE-2018-5002,Adobe,Flash Player,Adobe Flash Player Stack-based Buffer Overflow Vulnerability,2022-05-23,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-13,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2018-5002,CWE-787,8.6
CVE-2020-14864,Oracle,Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition Path Transversal,2022-01-18,"Path traversal vulnerability, where an attacker can target the preview FilePath parameter of the getPreviewImage function to get access to arbitrary system file.",Apply updates per vendor instructions.,2022-07-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-14864,CWE-22,8.6
CVE-2021-36260,Hikvision,Security cameras web server,Hikvision Improper Input Validation,2022-01-10,A command injection vulnerability in the web server of some Hikvision product. Due to the insufficient input validation.,Apply updates per vendor instructions.,2022-01-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-36260,CWE-78,8.6
CVE-2020-8243,Ivanti,Pulse Connect Secure,Ivanti Pulse Connect Secure Code Execution Vulnerability,2021-11-03,Ivanti Pulse Connect Secure contains an unspecified vulnerability in the admin web interface that could allow an authenticated attacker to upload a custom template to perform code execution.,Apply updates per vendor instructions.,2021-04-23,Unknown,Reference CISA's ED 21-03 (https://www.cisa.gov/news-events/directives/ed-21-03-mitigate-pulse-connect-secure-product-vulnerabilities) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-03. https://nvd.nist.gov/vuln/detail/CVE-2020-8243,CWE-94,8.6
CVE-2020-29583,Zyxel,Multiple Products,Zyxel Multiple Products Use of Hard-Coded Credentials Vulnerability,2021-11-03,"Zyxel firewalls (ATP, USG, VM) and AP Controllers (NXC2500 and NXC5500) contain a use of hard-coded credentials vulnerability in an undocumented account (""zyfwp"") with an unchangeable password.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-29583,CWE-522,8.6
CVE-2017-12637,SAP,NetWeaver,SAP NetWeaver Directory Traversal Vulnerability,2025-03-19,SAP NetWeaver Application Server (AS) Java contains a directory traversal vulnerability in scheduler/ui/js/ffffffffbca41eb4/UIUtilJavaScriptJS that allows a remote attacker to read arbitrary files via a .. (dot dot) in the query string.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-09,Unknown,SAP users must have an account to log in and access the patch: https://me.sap.com/notes/3476549 ; https://nvd.nist.gov/vuln/detail/CVE-2017-12637,CWE-22,8.5
CVE-2023-20109,Cisco,IOS and IOS XE,Cisco IOS and IOS XE Group Encrypted Transport VPN Out-of-Bounds Write Vulnerability,2023-10-10,"Cisco IOS and IOS XE contain an out-of-bounds write vulnerability in the Group Encrypted Transport VPN (GET VPN) feature that could allow an authenticated, remote attacker who has administrative control of either a group member or a key server to execute malicious code or cause a device to crash.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-31,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-getvpn-rce-g8qR68sx;  https://nvd.nist.gov/vuln/detail/CVE-2023-20109,CWE-787,8.5
CVE-2022-44877,CWP,Control Web Panel,CWP Control Web Panel OS Command Injection Vulnerability,2023-01-17,CWP Control Web Panel (formerly CentOS Web Panel) contains an OS command injection vulnerability that allows remote attackers to execute commands via shell metacharacters in the login parameter.,Apply updates per vendor instructions.,2023-02-07,Unknown,https://control-webpanel.com/changelog#1669855527714-450fb335-6194;  https://nvd.nist.gov/vuln/detail/CVE-2022-44877,CWE-78,8.5
CVE-2022-1096,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2022-03-28,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2022-04-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2022-1096,CWE-843,8.5
CVE-2017-0143,Microsoft,Windows,Microsoft Windows Server Message Block (SMBv1) Remote Code Execution Vulnerability,2021-11-03,Microsoft Windows Server Message Block 1.0 (SMBv1) contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,2022-05-03,Known,https://nvd.nist.gov/vuln/detail/CVE-2017-0143,CWE-20,8.5
CVE-2020-26919,NETGEAR,JGS516PE Devices,Netgear JGS516PE Devices Missing Function Level Access Control Vulnerability,2021-11-03,Netgear JGS516PE devices contain a missing function level access control vulnerability.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-26919,,8.5
CVE-2020-4006,VMware,Multiple Products,Multiple VMware Products Command Injection Vulnerability,2021-11-03,"VMware Workspace One Access, Access Connector, Identity Manager, and Identity Manager Connector contain a command injection vulnerability. An attacker with network access to the administrative configurator on port 8443 and a valid password for the configurator administrator account can execute commands with unrestricted privileges on the underlying operating system.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-4006,CWE-78,8.5
CVE-2025-24472,Fortinet,FortiOS and FortiProxy,Fortinet FortiOS and FortiProxy Authentication Bypass Vulnerability,2025-03-18, Fortinet FortiOS and FortiProxy contain an authentication bypass vulnerability that allows a remote attacker to gain super-admin privileges via crafted CSF proxy requests.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-08,Known,https://fortiguard.fortinet.com/psirt/FG-IR-24-535 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24472,CWE-288,8.4
CVE-2024-40711,Veeam,Backup & Replication,Veeam Backup and Replication Deserialization Vulnerability,2024-10-17,Veeam Backup and Replication contains a deserialization vulnerability allowing an unauthenticated user to perform remote code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-11-07,Known,https://www.veeam.com/kb4649 ; https://nvd.nist.gov/vuln/detail/CVE-2024-40711,CWE-502,8.4
CVE-2014-0497,Adobe,Flash Player,Adobe Flash Player Integer Underflow Vulnerablity,2024-09-17,Adobe Flash Player contains an integer underflow vulnerability that allows a remote attacker to execute arbitrary code.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-10-08,Unknown,https://www.adobe.com/products/flashplayer/end-of-life-alternative.html#eol-alternative-faq ; https://nvd.nist.gov/vuln/detail/CVE-2014-0497,CWE-191,8.4
CVE-2024-38178,Microsoft,Windows,Microsoft Windows Scripting Engine Memory Corruption Vulnerability,2024-08-13,Microsoft Windows Scripting Engine contains a memory corruption vulnerability that allows unauthenticated attacker to initiate remote code execution via a specially crafted URL.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-03,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38178; https://nvd.nist.gov/vuln/detail/CVE-2024-38178,CWE-843,8.4
CVE-2016-6415,Cisco,"IOS, IOS XR, and IOS XE","Cisco IOS, IOS XR, and IOS XE IKEv1 Information Disclosure Vulnerability",2023-05-19,"Cisco IOS, IOS XR, and IOS XE contain insufficient condition checks in the part of the code that handles Internet Key Exchange version 1 (IKEv1) security negotiation requests. contains an information disclosure vulnerability in the Internet Key Exchange version 1 (IKEv1) that could allow an attacker to retrieve memory contents. Successful exploitation could allow the attacker to retrieve memory contents, which can lead to information disclosure.",Apply updates per vendor instructions.,2023-06-09,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160916-ikev1; https://nvd.nist.gov/vuln/detail/CVE-2016-6415,CWE-200,8.4
CVE-2022-22706,Arm,Mali Graphics Processing Unit (GPU),Arm Mali GPU Kernel Driver Unspecified Vulnerability,2023-03-30,Arm Mali GPU Kernel Driver contains an unspecified vulnerability that allows a non-privileged user to achieve write access to read-only memory pages.,Apply updates per vendor instructions.,2023-04-20,Unknown,https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities;  https://nvd.nist.gov/vuln/detail/CVE-2022-22706,CWE-119,8.4
CVE-2016-3351,Microsoft,Internet Explorer and Edge,Microsoft Internet Explorer and Edge Information Disclosure Vulnerability,2022-05-24,An information disclosure vulnerability exists in the way that certain functions in Internet Explorer and Edge handle objects in memory. The vulnerability could allow an attacker to detect specific files on the user's computer.,Apply updates per vendor instructions.,2022-06-14,Known,https://nvd.nist.gov/vuln/detail/CVE-2016-3351,CWE-200,8.4
CVE-2007-3010,Alcatel,OmniPCX Enterprise,Alcatel OmniPCX Enterprise Remote Code Execution Vulnerability,2022-04-15,masterCGI in the Unified Maintenance Tool in Alcatel OmniPCX Enterprise Communication Server allows remote attackers to execute arbitrary commands.,Apply updates per vendor instructions.,2022-05-06,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2007-3010,CWE-20,8.4
CVE-2019-20085,TVT,NVMS-1000,TVT NVMS-1000 Directory Traversal Vulnerability,2021-11-03,TVT devices utilizing NVMS-1000 software contain a directory traversal vulnerability via GET /.. requests.,Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2019-20085,CWE-22,8.4
CVE-2022-22536,SAP,Multiple Products,SAP Multiple Products HTTP Request Smuggling Vulnerability,2022-08-18,"SAP NetWeaver Application Server ABAP, SAP NetWeaver Application Server Java, ABAP Platform, SAP Content Server and SAP Web Dispatcher allow HTTP request smuggling. An unauthenticated attacker can prepend a victim's request with arbitrary data, allowing for function execution impersonating the victim or poisoning intermediary Web caches.",Apply updates per vendor instructions.,2022-09-08,Unknown,SAP users must have an account in order to login and access the patch. https://accounts.sap.com/saml2/idp/sso;  https://nvd.nist.gov/vuln/detail/CVE-2022-22536,CWE-444,8.3
CVE-2011-0609,Adobe,Flash Player,Adobe Flash Player Unspecified Vulnerability,2022-06-08,Adobe Flash Player contains an unspecified vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2011-0609,,8.3
CVE-2016-0034,Microsoft,Silverlight,Microsoft Silverlight Runtime Remote Code Execution Vulnerability,2022-05-25,"Microsoft Silverlight mishandles negative offsets during decoding, which allows attackers to execute remote code or cause a denial-of-service (DoS).",The impacted products are end-of-life and should be disconnected if still in use.,2022-06-15,Known,https://nvd.nist.gov/vuln/detail/CVE-2016-0034,CWE-20,8.3
CVE-2022-22675,Apple,macOS,Apple macOS Out-of-Bounds Write Vulnerability,2022-04-04,macOS Monterey contains an out-of-bounds write vulnerability that could allow an application to execute arbitrary code with kernel privileges.,Apply updates per vendor instructions.,2022-04-25,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2022-22675,"CWE-20, CWE-125",8.3
CVE-2022-21999,Microsoft,Windows,Microsoft Windows Print Spooler Privilege Escalation Vulnerability,2022-03-25,Microsoft Windows Print Spooler contains an unspecified vulnerability which can allow for privilege escalation.,Apply updates per vendor instructions.,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2022-21999,"CWE-40, CWE-1386",8.3
CVE-2019-0543,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,2022-03-15,A privilege escalation vulnerability exists when Windows improperly handles authentication requests. An attacker who successfully exploited this vulnerability could run processes in an elevated context.,Apply updates per vendor instructions.,2022-04-05,Known,https://nvd.nist.gov/vuln/detail/CVE-2019-0543,CWE-287,8.3
CVE-2017-0262,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,2022-02-10,A remote code execution vulnerability exists in Microsoft Office.,Apply updates per vendor instructions.,2022-08-10,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2017-0262,,8.3
CVE-2018-7600,Drupal,Drupal Core,Drupal Core Remote Code Execution Vulnerability,2021-11-03,"Drupal Core contains a remote code execution vulnerability that could allow an attacker to exploit multiple attack vectors on a Drupal site, resulting in complete site compromise.",Apply updates per vendor instructions.,2022-05-03,Known,https://nvd.nist.gov/vuln/detail/CVE-2018-7600,CWE-20,8.3
CVE-2021-38648,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,2021-11-03,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability allowing privilege escalation.,Apply updates per vendor instructions.,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-38648,CWE-1390,8.3
CVE-2019-18935,Progress,Telerik UI for ASP.NET AJAX,Progress Telerik UI for ASP.NET AJAX Deserialization of Untrusted Data Vulnerability,2021-11-03,Progress Telerik UI for ASP.NET AJAX contains a deserialization of untrusted data vulnerability through RadAsyncUpload which leads to code execution on the server in the context of the w3wp.exe process.,Apply updates per vendor instructions.,2022-05-03,Known,https://nvd.nist.gov/vuln/detail/CVE-2019-18935,CWE-502,8.3
CVE-2020-8468,Trend Micro,"Apex One, OfficeScan and Worry-Free Business Security Agents",Trend Micro Multiple Products Content Validation Escape Vulnerability,2021-11-03,"Trend Micro Apex One, OfficeScan, and Worry-Free Business Security agents contain a content validation escape vulnerability that could allow an attacker to manipulate certain agent client components.",Apply updates per vendor instructions.,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-8468,CWE-74,8.3
CVE-2020-3992,VMware,ESXi,VMware ESXi OpenSLP Use-After-Free Vulnerability,2021-11-03,VMware ESXi OpenSLP contains a use-after-free vulnerability that allows an attacker residing in the management network with access to port 427 to perform remote code execution.,Apply updates per vendor instructions.,2022-05-03,Known,https://nvd.nist.gov/vuln/detail/CVE-2020-3992,CWE-416,8.3
CVE-2025-24054,Microsoft,Windows,Microsoft Windows NTLM Hash Disclosure Spoofing Vulnerability,2025-04-17,Microsoft Windows NTLM contains an external control of file name or path vulnerability that allows an unauthorized attacker to perform spoofing over a network.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-08,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24054 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24054,CWE-73,8.2
CVE-2025-24993,Microsoft,Windows,Microsoft Windows NTFS Heap-Based Buffer Overflow Vulnerability,2025-03-11,Microsoft Windows New Technology File System (NTFS) contains a heap-based buffer overflow vulnerability that allows an unauthorized attacker to execute code locally.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-04-01,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2025-24993 ; https://nvd.nist.gov/vuln/detail/CVE-2025-24993,CWE-122,8.2
CVE-2024-49039,Microsoft,Windows,Microsoft Windows Task Scheduler Privilege Escalation Vulnerability,2024-11-12,"Microsoft Windows Task Scheduler contains a privilege escalation vulnerability that can allow an attacker-provided, local application to escalate privileges outside of its AppContainer, and access privileged RPC functions.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-12-03,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2024-49039 ; https://nvd.nist.gov/vuln/detail/CVE-2024-49039,CWE-287,8.2
CVE-2023-36033,Microsoft,Windows,Microsoft Windows Desktop Window Manager (DWM) Core Library Privilege Escalation Vulnerability,2023-11-14,Microsoft Windows Desktop Window Manager (DWM) Core Library contains an unspecified vulnerability that allows for privilege escalation.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-12-05,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36033 ;  https://nvd.nist.gov/vuln/detail/CVE-2023-36033,CWE-822,8.2
CVE-2021-3129,Laravel,Ignition,Laravel Ignition File Upload Vulnerability,2023-09-18,Laravel Ignition contains a file upload vulnerability that allows unauthenticated remote attackers to execute malicious code due to insecure usage of file_get_contents() and file_put_contents().,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-10-09,Known,https://github.com/facade/ignition/releases/tag/2.5.2; https://nvd.nist.gov/vuln/detail/CVE-2021-3129,,8.2
